Wall time,Step,Value
1557331172.8865218,16509536,55.25
1557331198.050355,16519904,50.44736862182617
1557331207.3512664,16523712,47.459999084472656
1557331233.3133428,16534359,45.30487823486328
1557331237.482234,16536067,45.069766998291016
1557331241.292024,16537632,45.39130401611328
1557331252.5002575,16542214,43.21296310424805
1557331257.3447237,16544199,43.96491241455078
1557331274.5259252,16551233,42.36111068725586
1557331280.5062132,16553675,42.7599983215332
1557331325.9723768,16572372,45.1315803527832
1557331335.9698675,16576474,44.125
1557331343.394991,16579528,42.7599983215332
1557331375.0021212,16592511,42.8650016784668
1557331449.2603183,16604371,42.790000915527344
1557331603.4906428,16616430,42.85499954223633
1557331630.681259,16618535,42.709999084472656
1557331701.7292066,16624027,44.185001373291016
1557331785.336347,16630548,44.53499984741211
1557331833.830609,16634329,43.96500015258789
1557331844.1209037,16635130,43.5099983215332
1557331861.0667617,16636448,44.26499938964844
1557331936.4612453,16642314,43.9900016784668
1557332090.5371737,16654306,45.45000076293945
1557332205.6775641,16663264,46.14500045776367
1557332252.6202075,16666916,45.48500061035156
1557332305.7262084,16671063,46.970001220703125
1557332435.3505008,16681170,47.09000015258789
1557332482.1632895,16684818,47.61000061035156
1557332536.8406117,16689092,47.375
1557332591.7041852,16693379,47.44499969482422
1557332632.8825085,16696590,48.2400016784668
1557332642.071892,16697309,48.224998474121094
1557332811.2345223,16710495,48.154998779296875
1557332935.8389401,16720218,48.65999984741211
1557332948.0991158,16721175,48.744998931884766
1557333013.1975257,16726252,48.75
1557333157.754606,16737535,49.47999954223633
1557333232.5055954,16743373,48.34000015258789
1557333359.5277212,16753321,48.36000061035156
1557333551.1930616,16768288,47.939998626708984
1557333581.382662,16770640,47.32500076293945
1557334064.2404022,16808329,46.584999084472656
1557334068.595174,16808670,46.029998779296875
1557334315.2382479,16827633,46.564998626708984
1557334328.7580495,16828667,46.41999816894531
1557334337.6715014,16829305,45.9900016784668
1557334362.2167172,16831162,45.71500015258789
1557334497.1357496,16841402,45.94499969482422
1557334526.0509377,16843618,45.849998474121094
1557334530.165369,16843932,46.130001068115234
1557334604.7817943,16849624,45.2400016784668
1557334733.161885,16859280,44.525001525878906
1557334749.4064195,16860504,44.619998931884766
1557334998.4631734,16878687,45.57500076293945
1557335017.5432312,16879977,44.5
1557335079.6410465,16884233,45.11000061035156
1557335128.1038663,16887563,44.82500076293945
1557335144.4113822,16888724,44.40999984741211
1557335158.6024265,16889739,44.59000015258789
1557335226.5540626,16894571,45.6150016784668
1557335387.6879756,16905947,45.54999923706055
1557335466.0021806,16911507,45.369998931884766
1557335531.909749,16916052,46.310001373291016
1557335765.4110475,16932414,47.66999816894531
1557335817.6047735,16936095,48.439998626708984
1557335833.5819132,16937209,48.41999816894531
1557335895.6930943,16941624,49.19499969482422
1557335898.2903523,16941810,48.654998779296875
1557336104.2468874,16956812,49.974998474121094
1557336288.3033662,16970348,49.6150016784668
1557336300.284209,16971233,49.51499938964844
1557336516.3680823,16987218,50.099998474121094
1557336563.1739085,16990685,49.5099983215332
1557336573.613743,16991449,50.439998626708984
1557336598.0643678,16993277,49.54999923706055
1557336622.9764955,16995134,48.65999984741211
1557336638.5806708,16996300,48.60499954223633
1557336821.9035385,17009884,51.040000915527344
1557336908.7726374,17016364,50.29499816894531
1557336936.3758278,17018418,50.755001068115234
1557336960.167368,17020194,50.869998931884766
1557337040.59627,17026208,51.72999954223633
1557337143.6230292,17033876,50.92499923706055
1557337455.7992048,17057067,50.92499923706055
