Wall time,Step,Value
1556951664.7103186,8722,3.8255813121795654
1556951666.2211118,9330,3.7717392444610596
1556951677.224022,13776,3.4861111640930176
1556951687.6492224,18031,3.263157844543457
1556951716.194955,29576,2.825000047683716
1556951718.9549937,30677,2.490000009536743
1556951747.9882336,42572,3.1050000190734863
1556951750.4759367,43589,3.4100000858306885
1556951760.5718696,47662,3.2850000858306885
1556951768.33498,50798,3.549999952316284
1556951786.4029584,58121,3.4700000286102295
1556951787.6846635,58640,3.549999952316284
1556951790.7636356,59887,3.5299999713897705
1556951837.0988636,78602,3.140000104904175
1556951854.5390618,85645,3.5350000858306885
1556951860.7501984,88130,3.8399999141693115
1556951889.0720797,99535,3.200000047683716
1556951942.5922596,103719,2.8949999809265137
1556951976.6448085,106096,3.005000114440918
1556951989.4666417,107002,2.819999933242798
1556952111.5752091,115319,2.3399999141693115
1556952136.753231,117026,2.1649999618530273
1556952162.539985,118838,2.319999933242798
1556952177.7947266,119928,2.1649999618530273
1556952248.4989913,124812,1.2799999713897705
1556952260.1391625,125592,1.0950000286102295
1556952333.4956677,130707,0.009999999776482582
1556952354.1321304,132131,-0.1899999976158142
1556952378.7151988,133863,-0.2849999964237213
1556952387.2109354,134461,-0.3449999988079071
1556952427.294478,137231,-0.4749999940395355
1556952584.2175858,148235,-0.4950000047683716
1556952623.2517014,150842,-0.5149999856948853
1556952673.3570983,154279,-0.4950000047683716
1556952686.242066,155161,-0.4950000047683716
1556952758.8454292,160155,-0.49000000953674316
1556952762.8099105,160437,-0.49000000953674316
1556952815.4471107,164148,-0.4950000047683716
1556952930.5047388,171938,-0.49000000953674316
1556953051.8931856,180087,-0.49000000953674316
1556953132.6190357,185622,-0.5149999856948853
1556953136.8328166,185921,-0.5149999856948853
1556953157.2315042,187362,-0.49000000953674316
1556953162.915611,187714,-0.5149999856948853
1556953232.5945017,192531,-0.5149999856948853
1556953242.611844,193231,-0.4950000047683716
1556953307.1338735,197676,-0.5149999856948853
1556953352.2199445,200765,-0.5149999856948853
1556953436.9925575,206536,-0.5149999856948853
1556953479.9383981,209511,-0.49000000953674316
1556953502.2960265,211019,-0.5149999856948853
1556953525.7744963,212629,-0.4950000047683716
1556953606.2377496,218236,-0.5149999856948853
1556953680.6183782,223323,-0.5149999856948853
1556953708.0212836,225148,-0.5149999856948853
1556953721.2395563,226068,-0.5149999856948853
1556953742.7949963,227511,-0.49000000953674316
1556953744.6616423,227633,-0.4950000047683716
1556953749.235959,227937,-0.4950000047683716
1556953812.877144,232324,-0.5149999856948853
1556953904.0660024,238664,-0.5149999856948853
1556953917.2445729,239595,-0.5149999856948853
1556953935.4938219,240879,-0.4950000047683716
1556953939.7520638,241173,-0.4950000047683716
1556953951.6048312,241999,-0.5149999856948853
1556954009.9381595,245956,-0.4950000047683716
1556954034.1924233,247660,-0.5149999856948853
1556954053.0306823,248980,-0.4950000047683716
1556954131.3648844,254357,-0.4950000047683716
1556954181.8500204,257832,-0.5149999856948853
1556954241.7377114,261945,-0.49000000953674316
1556954267.4422362,263771,-0.5149999856948853
1556954397.4046702,272887,-0.4950000047683716
1556954415.4075289,274109,-0.4950000047683716
1556954432.761877,275280,-0.4950000047683716
1556954462.2392044,277316,-0.5149999856948853
1556954470.7308502,277919,-0.5149999856948853
1556954500.4580438,279978,-0.49000000953674316
1556954507.4538245,280451,-0.4950000047683716
1556954573.0203376,284970,-0.4950000047683716
1556954590.4307563,286192,-0.4950000047683716
1556954639.8111577,289662,-0.5149999856948853
1556954720.6310353,295223,0.39500001072883606
1556954723.328724,295400,0.3700000047683716
1556954816.2723668,301958,1.5
1556954862.7350588,305197,1.975000023841858
1556954867.5082138,305518,2.125
1556954877.0981,306161,2.1649999618530273
1556954933.7009673,310023,1.9950000047683716
1556954934.8229322,310100,1.9299999475479126
1556954960.133698,311810,2.0299999713897705
1556954973.034146,312689,2.0299999713897705
1556955029.4369621,316602,1.7000000476837158
1556955060.791849,318685,1.8450000286102295
1556955074.0332325,319580,1.8300000429153442
1556955353.2773938,338706,1.659999966621399
1556955484.193685,347690,0.9150000214576721
1556955517.72484,349982,0.7149999737739563
1556955608.3958428,356158,0.054999999701976776
1556955909.6924644,376557,0.7599999904632568
1556956113.8885436,390530,1.8899999856948853
1556956222.0383925,397940,1.7400000095367432
1556956282.815744,402095,1.8350000381469727
1556956287.3890715,402406,1.809999942779541
1556956439.2030337,412669,1.9800000190734863
1556956577.7140596,422078,1.7450000047683716
1556956662.2962036,427794,1.7899999618530273
1556956745.2714982,433459,1.6299999952316284
1556956772.734378,435382,1.6299999952316284
1556956776.0525453,435595,1.7350000143051147
1556956780.533986,435884,1.7799999713897705
1556956911.7144432,444742,2.1050000190734863
1556957142.9625537,460414,1.909999966621399
1556957236.096276,466765,1.6950000524520874
1556957304.5378742,471460,1.9149999618530273
1556957587.7225883,490667,2.2799999713897705
1556957617.6108057,492742,2.1050000190734863
1556957622.2692657,493066,2.240000009536743
1556957742.8725955,501452,2.3350000381469727
1556957888.6773214,511574,2.759999990463257
1556957922.1195946,513887,2.619999885559082
1556958052.4443066,522948,1.9049999713897705
1556958111.8780777,527076,2.244999885559082
1556958124.549958,527954,2.2049999237060547
1556958247.3812857,536512,2.509999990463257
1556958434.5877974,549547,3.049999952316284
1556958496.545194,553873,2.5350000858306885
1556958559.8065608,558187,3.015000104904175
1556958700.3199537,567567,2.984999895095825
1556958873.744812,579330,2.994999885559082
1556958900.3677387,581111,2.3550000190734863
1556959103.289092,594942,2.7200000286102295
1556959144.664423,597796,2.640000104904175
1556959165.4557257,599241,2.744999885559082
1556959244.4002492,604546,2.625
1556959260.207182,605598,2.7899999618530273
1556959350.442642,611693,2.450000047683716
1556959455.5484805,618925,2.25
1556959497.0649703,621723,2.369999885559082
1556959502.8103025,622119,2.380000114440918
1556959743.9199338,638399,3.0850000381469727
1556960036.3828382,656987,3.244999885559082
1556960099.9610398,660889,3.569999933242798
1556960167.1269796,665148,3.2750000953674316
1556960458.0327764,684807,2.4700000286102295
1556960573.2148378,692726,3.4749999046325684
1556960587.3058336,693681,3.5799999237060547
1556960611.527815,695323,3.444999933242798
1556960838.5763426,710891,3.625
1556960959.1826684,719129,3.549999952316284
1556961004.058543,722210,3.1600000858306885
1556961127.118915,730745,3.4149999618530273
1556961162.8672378,733202,3.375
1556961280.2354531,741414,3.325000047683716
1556961475.6278381,754978,3.5899999141693115
1556961501.255797,756728,3.5350000858306885
1556961510.252651,757344,3.634999990463257
1556961726.0054665,772347,3.565000057220459
1556961731.4932823,772731,3.569999933242798
1556961890.2804627,783823,2.865000009536743
1556961972.8565364,789620,2.809999942779541
1556962291.9390893,811644,3.450000047683716
1556962569.809139,830511,2.859999895095825
1556962612.8288684,833445,2.744999885559082
1556962654.0125997,836229,2.8399999141693115
1556962826.3302693,848053,3.0999999046325684
1556962887.0980282,852184,3.065000057220459
1556963107.598166,866938,3.130000114440918
1556963112.7033138,867287,3.134999990463257
1556963201.8204045,873140,3.0
1556963305.2787263,880172,2.9100000858306885
1556963545.8333235,896125,3.5950000286102295
1556963590.6413295,899226,3.9149999618530273
1556963726.3524039,908156,3.9549999237060547
1556963980.672695,925918,3.1449999809265137
1556964028.52372,929263,3.0850000381469727
1556964038.3985326,929957,3.194999933242798
1556964146.111024,937078,3.609999895095825
1556964150.170195,937363,3.634999990463257
1556964174.8176801,939027,3.859999895095825
1556964279.7842438,946173,3.430000066757202
1556964340.4428794,950404,3.244999885559082
1556964412.515813,955341,3.0850000381469727
1556964446.4646173,957606,3.1500000953674316
1556964523.33384,962761,3.1500000953674316
1556964579.5214155,966611,2.9600000381469727
1556964923.8646674,989877,3.365000009536743
1556964961.6044688,992440,3.684999942779541
1556965106.3957727,1001770,3.390000104904175
1556965151.3723273,1004853,3.299999952316284
