Wall time,Step,Value
1555616628.850752,8170,11.720930099487305
1555616629.786244,8569,11.3695650100708
1555616641.2309113,13343,12.027777671813965
1555616652.966234,18239,12.410526275634766
1555616683.1248224,30757,13.0
1555616686.9909422,32407,12.34000015258789
1555616714.7430592,44116,11.979999542236328
1555616717.0557597,45109,12.079999923706055
1555616726.8916738,49287,13.170000076293945
1555616733.4156876,52064,12.579999923706055
1555616751.7863894,59549,13.920000076293945
1555616752.863953,60006,14.010000228881836
1555616757.2473505,61861,14.359999656677246
1555616805.3577302,82002,11.6899995803833
1555616822.70002,89195,11.9399995803833
1555616829.0747416,91802,12.100000381469727
1555616902.0419624,103546,12.920000076293945
1555616969.3872845,108093,10.420000076293945
1555617011.3843682,110933,9.630000114440918
1555617033.8685164,112408,9.569999694824219
1555617185.3226695,122757,7.869999885559082
1555617225.4279196,125495,8.59000015258789
1555617268.9311907,128509,10.15999984741211
1555617299.138359,130548,11.3100004196167
1555617441.114049,140249,13.6899995803833
1555617460.8121066,141610,13.4399995803833
1555617613.1881785,151946,12.319999694824219
1555617658.4580092,154973,11.680000305175781
1555617717.9196134,158919,11.5
1555617739.9254827,160375,11.649999618530273
1555617819.0358315,165770,10.800000190734863
1555618131.094381,187155,9.899999618530273
1555618205.0273774,192286,9.5600004196167
1555618316.150149,199958,9.779999732971191
1555618471.747512,210577,10.210000038146973
1555618585.0078943,218362,10.329999923706055
1555618817.3538609,234287,10.920000076293945
1555619065.60651,251228,10.069999694824219
1555619226.7460585,262002,10.1899995803833
1555619234.4884489,262526,10.079999923706055
1555619276.7701077,265424,9.979999542236328
1555619285.7100034,266030,9.760000228881836
1555619431.5785608,275859,9.9399995803833
1555619454.609903,277351,10.020000457763672
1555619580.6967337,285816,9.859999656677246
1555619678.8051205,292252,10.670000076293945
1555619863.6853318,303951,10.5
1555619947.8001244,309766,9.869999885559082
1555619996.259357,312974,9.609999656677246
1555620047.8520253,316304,9.819999694824219
1555620205.513286,326935,10.09000015258789
1555620355.9565754,336906,10.020000457763672
1555620423.8499026,341215,10.489999771118164
1555620452.3998837,343062,10.920000076293945
1555620497.1143599,345976,10.710000038146973
1555620502.4859996,346329,10.960000038146973
1555620517.7183118,347397,11.529999732971191
1555620643.982479,355839,11.420000076293945
1555620825.3545794,368339,9.270000457763672
1555620854.0804741,370385,9.529999732971191
1555620886.7597816,372708,9.5600004196167
1555620892.8341238,373140,9.40999984741211
1555620916.2613947,374806,8.90999984741211
1555621026.0335655,382605,9.479999542236328
1555621071.3844857,385827,9.529999732971191
1555621112.9851038,388786,9.850000381469727
1555621262.835944,399453,9.420000076293945
1555621361.172423,406441,9.390000343322754
1555621492.4900475,415752,9.460000038146973
1555621551.9503584,419967,10.010000228881836
1555621801.9281466,437730,9.9399995803833
1555621837.023321,440243,9.720000267028809
1555621868.9393702,442527,9.399999618530273
1555621925.9491472,446609,9.25
1555621944.8732808,447965,9.1899995803833
1555622000.9095838,451976,9.380000114440918
1555622018.4296248,453230,9.550000190734863
1555622143.9338639,462216,9.789999961853027
1555622177.0782616,464591,9.75
1555622271.8187099,471374,9.979999542236328
1555622374.601572,478697,10.119999885559082
1555622377.193563,478881,10.170000076293945
1555622499.9963226,487628,10.699999809265137
1555622545.5949297,490875,10.319999694824219
1555622552.6319296,491376,10.390000343322754
1555622569.3467882,492569,10.670000076293945
1555622638.229481,497479,10.729999542236328
1555622641.782854,497732,10.880000114440918
1555622677.1761894,500252,10.869999885559082
1555622690.5848696,501209,10.8100004196167
1555622763.8210328,506423,10.4399995803833
1555622807.7999537,509556,10.350000381469727
1555622825.6999874,510833,10.670000076293945
1555623194.4315176,537119,10.6899995803833
1555623355.901455,548611,10.9399995803833
1555623490.7136695,558196,10.350000381469727
1555623790.1425152,579477,11.0
1555623979.599894,592932,10.369999885559082
1555624086.6635225,600537,9.59000015258789
1555624157.7328765,605626,9.800000190734863
1555624165.7122006,606197,9.850000381469727
1555624322.4839444,617423,9.9399995803833
1555624498.660865,630034,10.100000381469727
1555624596.7217383,637051,10.199999809265137
1555624686.5505195,643485,10.489999771118164
1555624727.1455946,646395,10.369999885559082
1555624731.591987,646714,10.420000076293945
1555624733.7948875,646872,10.260000228881836
1555624885.1939945,657717,10.399999618530273
1555625154.3045342,676965,10.670000076293945
1555625260.3859065,684560,9.819999694824219
1555625339.7475836,690242,9.829999923706055
1555625677.2921152,714390,10.5600004196167
1555625715.786803,717141,9.9399995803833
1555625721.6285217,717559,9.739999771118164
1555625842.1298583,726191,9.390000343322754
1555625991.1285796,736861,9.989999771118164
1555626025.5188966,739324,10.239999771118164
1555626172.2804818,749832,11.039999961853027
1555626234.8692863,754292,10.859999656677246
1555626248.636493,755278,10.539999961853027
1555626518.0489645,774551,9.550000190734863
1555626587.3386087,779504,9.3100004196167
1555626674.7895465,785755,9.829999923706055
1555626807.5626442,795285,10.390000343322754
1555626979.163882,807599,10.5
1555627009.673782,809789,10.399999618530273
1555627245.207517,826689,10.619999885559082
1555627263.245608,827985,10.449999809265137
1555627329.6323116,832747,10.529999732971191
1555627346.9241512,833987,10.479999542236328
1555627420.7218244,839277,10.619999885559082
1555627524.937306,846739,9.609999656677246
1555627557.2005463,849047,9.4399995803833
1555627563.7267494,849514,9.350000381469727
1555627774.2940972,864601,9.729999542236328
1555628034.0916295,883215,10.319999694824219
1555628078.520978,886395,10.40999984741211
1555628137.6919975,890630,10.329999923706055
1555628389.1409838,908616,9.199999809265137
1555628495.2350996,916206,9.390000343322754
1555628507.2860847,917068,9.449999809265137
1555628525.3068995,918361,9.239999771118164
1555628727.358016,932855,9.619999885559082
1555628831.762965,940341,9.630000114440918
1555628870.9888766,943137,9.710000038146973
1555628968.150873,950094,9.710000038146973
1555628995.9543474,952089,10.180000305175781
1555629104.1775258,959846,10.069999694824219
1555629280.8456259,972512,9.859999656677246
1555629304.5720067,974212,9.739999771118164
1555629311.2106504,974687,9.65999984741211
1555629514.8283143,989279,9.619999885559082
1555629521.3048964,989743,9.800000190734863
1555629663.7319021,999958,9.760000228881836
1555629727.4803152,1004478,8.390000343322754
1555629961.9614387,1021049,6.449999809265137
1555630178.031799,1036259,10.279999732971191
1555630218.594812,1039109,9.890000343322754
1555630253.2348354,1041529,10.079999923706055
1555630425.2946522,1053559,11.430000305175781
1555630641.735533,1068673,11.84000015258789
1555630647.1304507,1069047,11.930000305175781
1555630726.8274648,1074580,11.779999732971191
1555631010.398466,1094303,12.329999923706055
1555631043.2434435,1096600,12.1899995803833
1555631184.2381217,1106470,15.220000267028809
1555631466.318957,1126153,22.760000228881836
1555631524.0030365,1130169,22.540000915527344
1555631532.5832398,1130768,22.15999984741211
1555631640.6726446,1138318,21.969999313354492
1555631664.5866442,1139973,21.950000762939453
1555631781.669728,1148077,22.530000686645508
1555631850.1466355,1152853,22.809999465942383
1555631924.078354,1158007,23.389999389648438
1555632038.6474416,1165991,23.3700008392334
1555632110.30593,1170983,23.780000686645508
1555632474.0865066,1196314,26.34000015258789
1555632501.5499625,1198225,26.100000381469727
1555632656.4879613,1209018,26.450000762939453
1555632718.3904536,1213333,26.90999984741211
1555632770.0963142,1216940,26.969999313354492
1555632793.1077602,1218545,27.34000015258789
1555632837.0075781,1221605,27.6200008392334
1555633032.9001422,1235260,29.030000686645508
1555633115.2862415,1241012,30.709999084472656
1555633132.237754,1242196,29.889999389648438
1555633210.2374341,1247639,29.579999923706055
1555633316.7150946,1255063,28.719999313354492
1555633394.2402244,1260458,28.780000686645508
1555633695.50991,1281435,27.90999984741211
1555633781.012045,1287392,28.579999923706055
1555633959.9957602,1299857,29.110000610351562
1555634048.8829896,1306028,29.020000457763672
1555634254.9301183,1320331,29.600000381469727
1555634387.6454146,1329502,29.75
1555634396.8826644,1330140,29.850000381469727
1555634431.9395785,1332561,30.010000228881836
1555634544.274338,1340320,29.940000534057617
1555634899.706752,1364769,30.360000610351562
1555634925.6172612,1366552,29.829999923706055
1555634975.634961,1369991,30.309999465942383
1555635291.3614185,1391710,29.579999923706055
1555635388.8940866,1398422,30.190000534057617
1555635468.3169231,1403887,30.450000762939453
1555635789.8617053,1426005,30.6200008392334
1555635817.7111788,1427921,31.170000076293945
1555635959.3395162,1437665,30.709999084472656
1555636177.0350857,1452662,30.950000762939453
1555636288.0175905,1460373,31.079999923706055
1555636493.0930362,1474621,29.889999389648438
1555636562.6293364,1479452,30.84000015258789
1555636594.1412466,1481639,29.950000762939453
1555636596.5540085,1481806,29.809999465942383
1555636662.4178107,1486383,30.600000381469727
1555636733.239815,1491296,30.809999465942383
1555636795.3173249,1495607,30.600000381469727
1555636956.03492,1506762,29.290000915527344
1555636991.1752677,1509200,29.5
1555637002.3217528,1509974,29.469999313354492
1555637061.1959462,1514060,30.690000534057617
1555637191.8475192,1523129,32.02000045776367
1555637677.178281,1556663,32.650001525878906
1555637823.884764,1566776,32.13999938964844
1555637846.5253954,1568335,32.060001373291016
1555638085.423376,1584792,32.099998474121094
1555638182.5736697,1591485,32.36000061035156
1555638226.3346038,1594500,32.470001220703125
1555638350.3368902,1603035,33.2599983215332
1555638611.851288,1621057,35.220001220703125
1555638748.6069582,1630490,35.689998626708984
1555638977.2322335,1646231,35.2599983215332
1555639124.6334612,1656386,35.119998931884766
1555639222.6258209,1663136,36.560001373291016
1555639289.4066794,1667736,36.0099983215332
1555639688.847345,1695243,32.43000030517578
1555639830.6866767,1704995,34.349998474121094
1555639857.4054446,1706839,34.7599983215332
1555640126.0068514,1725111,36.279998779296875
1555640280.922896,1735775,35.380001068115234
1555640382.986783,1742842,34.810001373291016
1555640405.4081407,1744396,34.72999954223633
1555640434.589147,1746417,34.529998779296875
1555640786.7669902,1770731,34.95000076293945
1555640796.31754,1771384,35.11000061035156
1555640926.7652707,1780326,36.83000183105469
1555640964.9405513,1782942,37.06999969482422
1555641191.8950868,1798505,36.88999938964844
1555641322.4402885,1807453,35.04999923706055
1555641456.302135,1816632,36.130001068115234
1555641460.3269165,1816908,35.61000061035156
1555641687.8694437,1832508,36.939998626708984
1555642187.617849,1866957,35.97999954223633
1555642199.2150815,1867761,35.9900016784668
1555642419.9178534,1883038,36.099998474121094
1555642514.1127453,1889557,35.529998779296875
